0.249082,-0.006954,-0.004957,0.094151,0,0,1,0.008539904273468174
0.448786,-0.006769,-0.004624,0.093913,0,0,1,0.008197605565041538
1.450088,-0.006128,-0.002439,0.093083,0,0,1,0.006595536748438296
1.550488,-0.006094,-0.002286,0.093177,0,0,1,0.006508658233461025
1.650805,-0.006083,-0.002173,0.093264,0,0,1,0.006459475056070733
1.751122,-0.00606,-0.002064,0.093374,0,0,1,0.006401850982333156
1.851433,-0.00606,-0.001943,0.093426,0,0,1,0.006363870598935839
1.951745,-0.006028,-0.001846,0.093429,0,0,1,0.0063043239129981265
2.052134,-0.005915,-0.001796,0.093532,0,0,1,0.00618165358136478
2.152522,-0.005822,-0.001772,0.093563,0,0,1,0.006085693715592332
2.252861,-0.005694,-0.001809,0.093656,0,0,1,0.005974455372667872
2.353174,-0.005579,-0.001853,0.093696,0,0,1,0.005878677572379693
3.464925,-0.005466,-0.00189,0.093876,0,0,1,0.0057835331761821865
4.154945,-0.005095,-0.002964,0.096423,0,0,1,0.005894431355101186
4.355344,-0.004731,-0.003642,0.096881,0,0,1,0.00597047108694113
4.555364,-0.004242,-0.004112,0.097591,0,0,1,0.005907885239237472
4.755319,-0.003899,-0.004267,0.098242,0,0,1,0.005780094289888358
4.955316,-0.003671,-0.004242,0.098955,0,0,1,0.005609884579917844
5.155402,-0.003576,-0.004108,0.099793,0,0,1,0.005446415334878529
5.355325,-0.003541,-0.003952,0.100574,0,0,1,0.005306315576744375
5.555358,-0.00344,-0.003957,0.101327,0,0,1,0.005243228871601925
5.755388,-0.003209,-0.003995,0.102196,0,0,1,0.005124227356392376
5.967812,-0.003021,-0.00405,0.1031,0,0,1,0.005052617242578345
6.155372,-0.002936,-0.004083,0.103855,0,0,1,0.005029014316941243
6.355358,-0.002806,-0.003998,0.104323,0,0,1,0.004884428318646922
6.555329,-0.003207,-0.004186,0.104949,0,0,1,0.005273276495690322
6.755345,-0.00404,-0.004936,0.105499,0,0,1,0.006378534000850039
6.955399,-0.006439,0.000346,0.122934,0,0,1,0.006448289463105701
7.155323,-0.018403,0.014781,0.197839,0,0,1,0.023603990552446847
7.35536,-0.043764,0.033543,0.29056,0,0,1,0.05514000856909618
7.555331,-0.085264,0.056902,0.391823,0,0,1,0.10250749875009146
7.75533,-0.126461,0.077834,0.497031,0,0,1,0.14849416176065644
7.955363,-0.143956,0.089941,0.590291,0,0,1,0.1697430806159709
8.155393,-0.142689,0.094469,0.671538,0,0,1,0.17112727042175366
8.355363,-0.137574,0.092624,0.733288,0,0,1,0.16584875897033416
8.555396,-0.131197,0.084033,0.785789,0,0,1,0.15580179041975095
8.755358,-0.120907,0.070034,0.819703,0,0,1,0.13972567339254444
8.962079,-0.101594,0.049471,0.841624,0,0,1,0.11299876405076296
9.162163,-0.080056,0.028101,0.85228,0,0,1,0.08484473664877511
9.362127,-0.071233,0.015447,0.861608,0,0,1,0.07288861432350048
9.562109,-0.107966,0.029483,0.871473,-2,1,1,0.13038170780059596
9.762124,-0.189309,0.074097,0.880141,-2,1,1,0.12126115835666429
9.962141,-0.355928,0.168929,0.89547,-2,1,1,0.10484190898681692
10.162115,-0.521537,0.25956,0.91747,-2,1,1,0.08253707820004291
10.362165,-0.665253,0.332067,0.941386,-2,1,1,0.05861613624421185
10.562122,-0.808295,0.399977,0.965639,-2,1,1,0.034562881494458735
10.76211,-0.944874,0.465081,0.986853,-2,1,1,0.014701435229255686
10.962147,-1.086542,0.535459,1.00675,-2,1,1,0.009715162129372807
11.16211,-1.202951,0.5948,1.017298,-2,1,1,0.018299471145363788
11.36212,-1.312451,0.649901,1.0214,-2,1,1,0.02213502744972331
11.562116,-1.433499,0.710549,1.020659,-2,1,1,0.0213904474287005
