Level,Id,Date Time,Duration (s),Message
INFO,1,2023-11-13 09:45:28,0.507065,0.059112,-0.080260,-0.037924,-0.706181,-0.000709,0.000084,-0.708031
INFO,2,2023-11-13 09:45:28,0.609805,0.058985,-0.080129,-0.037962,-0.706204,-0.000707,0.000087,-0.708008
INFO,3,2023-11-13 09:45:28,0.866169,0.058871,-0.080022,-0.037990,-0.706228,-0.000706,0.000088,-0.707984
INFO,4,2023-11-13 09:45:28,1.125527,0.058925,-0.080083,-0.038009,-0.706248,-0.000706,0.000088,-0.707964
INFO,5,2023-11-13 09:45:29,1.376305,0.059124,-0.080288,-0.038035,-0.706271,-0.000710,0.000087,-0.707941
INFO,6,2023-11-13 09:45:29,2.207675,0.058907,-0.080074,-0.038064,-0.706313,-0.000704,0.000090,-0.707899
INFO,7,2023-11-13 09:45:29,2.207705,0.058965,-0.080125,-0.038076,-0.706336,-0.000703,0.000089,-0.707877
INFO,8,2023-11-13 09:45:36,8.561692,0.046582,-0.067834,1.038596,-0.706530,-0.001205,0.000062,-0.707682
INFO,9,2023-11-13 09:45:36,8.561720,0.047498,-0.068335,1.020397,-0.706546,-0.001038,0.000091,-0.707666
INFO,10,2023-11-13 09:45:37,9.569203,0.047236,0.080123,1.011233,-0.697391,0.041853,-0.042714,-0.714191
INFO,11,2023-11-13 09:45:37,9.569224,0.044879,0.267978,1.029902,-0.697437,0.020485,-0.022010,-0.716015
INFO,12,2023-11-13 09:45:38,10.603112,0.033962,0.988254,1.091324,-0.696737,-0.001336,-0.000993,-0.717325
INFO,13,2023-11-13 09:45:38,10.603138,0.031215,1.242663,1.110201,-0.696634,-0.003055,0.000664,-0.717420
INFO,14,2023-11-13 09:45:39,11.628042,0.027673,1.989329,1.161892,-0.696742,-0.002372,0.000739,-0.717317
INFO,15,2023-11-13 09:45:39,11.628071,0.028404,2.232853,1.178595,-0.696796,-0.001626,0.000270,-0.717267
INFO,16,2023-11-13 09:45:40,12.650680,0.030697,2.962662,1.229294,-0.696874,-0.000057,-0.000730,-0.717193
INFO,17,2023-11-13 09:45:40,12.650702,0.031345,3.206802,1.246453,-0.696963,0.000131,-0.000861,-0.717107
INFO,18,2023-11-13 09:45:41,13.674050,0.034818,3.946729,1.298162,-0.697040,0.000522,-0.000726,-0.717032
INFO,19,2023-11-13 09:45:41,13.674069,0.035331,4.194632,1.315538,-0.697063,0.000444,-0.000627,-0.717010
INFO,20,2023-11-13 09:45:42,14.699351,0.032188,4.942520,1.368027,-0.697113,-0.000149,-0.000624,-0.716961
INFO,21,2023-11-13 09:45:42,14.699378,0.030612,5.192794,1.385608,-0.697103,-0.000359,-0.000596,-0.716971
INFO,22,2023-11-13 09:45:43,15.715961,0.025867,5.947880,1.438004,-0.697138,-0.000868,-0.000340,-0.716936
INFO,23,2023-11-13 09:45:43,15.715984,0.024811,6.200066,1.455588,-0.697179,-0.000921,-0.000204,-0.716897
INFO,24,2023-11-13 09:45:44,16.743799,0.017037,6.955023,1.507796,-0.697200,-0.001200,-0.000446,-0.716876
INFO,25,2023-11-13 09:45:44,16.743826,0.014830,7.204779,1.525286,-0.697211,-0.001153,-0.000467,-0.716865
INFO,26,2023-11-13 09:45:45,17.763384,0.009696,7.953694,1.577580,-0.697225,-0.000855,-0.000667,-0.716851
INFO,27,2023-11-13 09:45:45,17.763412,0.008321,8.203066,1.594994,-0.697210,-0.000862,-0.000645,-0.716867
INFO,28,2023-11-13 09:45:46,18.782248,0.003913,8.953977,1.647518,-0.697215,-0.001025,-0.000558,-0.716861
INFO,29,2023-11-13 09:45:46,18.782276,0.002607,9.205545,1.665028,-0.697223,-0.001108,-0.000530,-0.716853
INFO,30,2023-11-13 09:45:47,19.804152,-0.000992,9.956970,1.717559,-0.697230,-0.000967,-0.000425,-0.716846
INFO,31,2023-11-13 09:45:47,19.804169,-0.002296,10.207479,1.735007,-0.697246,-0.000993,-0.000452,-0.716831
INFO,32,2023-11-13 09:45:48,20.823076,-0.006360,10.956969,1.787270,-0.697260,-0.000909,-0.000551,-0.716818
INFO,33,2023-11-13 09:45:48,20.823092,-0.006978,11.205455,1.804716,-0.697269,-0.000840,-0.000603,-0.716809
INFO,34,2023-11-13 09:45:49,21.849421,-0.013440,11.952758,1.856933,-0.697261,-0.000834,-0.000977,-0.716816
INFO,35,2023-11-13 09:45:49,21.849443,-0.015048,12.201656,1.874414,-0.697238,-0.000816,-0.000980,-0.716839
INFO,36,2023-11-13 09:45:50,22.867813,-0.017980,12.951655,1.926587,-0.697283,-0.000745,-0.000736,-0.716795
INFO,37,2023-11-13 09:45:50,22.867832,-0.018178,13.201471,1.944118,-0.697280,-0.005761,0.004448,-0.716762
INFO,38,2023-11-13 09:45:51,23.886229,-0.018458,13.815462,1.995087,-0.696783,-0.027834,0.027309,-0.716221
INFO,39,2023-11-13 09:45:51,23.886244,-0.017431,13.934975,2.004525,-0.696847,-0.025114,0.024729,-0.716353
INFO,40,2023-11-13 09:45:52,24.913876,-0.013907,14.076550,2.004678,-0.697257,-0.010011,0.009909,-0.716683
INFO,41,2023-11-13 09:45:52,24.913893,-0.012188,14.076262,2.002196,-0.697311,-0.005645,0.005626,-0.716724
INFO,42,2023-11-13 09:45:53,25.935467,0.151916,14.044477,1.997552,-0.695997,-0.037968,-0.041827,-0.715819
INFO,43,2023-11-13 09:45:53,25.935492,0.338005,14.040782,1.997401,-0.696801,-0.021068,-0.023253,-0.716578
INFO,44,2023-11-13 09:45:54,26.953890,1.057738,14.047947,2.000191,-0.697090,-0.001943,0.000300,-0.716981
INFO,45,2023-11-13 09:45:54,26.953930,1.311114,14.050839,2.001010,-0.697152,-0.000680,0.002272,-0.716919
INFO,46,2023-11-13 09:45:55,27.982363,2.057267,14.049026,2.001298,-0.697226,-0.000714,0.002273,-0.716847
INFO,47,2023-11-13 09:45:55,27.982384,2.297472,14.043838,2.001152,-0.697199,0.010241,0.012004,-0.716703
